,SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NHWA_MALE,NHWA_FEMALE,H_MALE,H_FEMALE,% White,% Minority,Unemployment Change
569981,50,47,143,Tennessee,Rhea County,12,0,33167,16466,16701,403,317,95,93,92,125,14691,15210,993,733,90.15286278529864,8.595893508607952,18.5
570209,50,47,145,Tennessee,Roane County,12,0,53382,26223,27159,741,725,122,122,138,199,24257,25127,537,539,92.51058409201603,5.850286613465213,8.5
570437,50,47,147,Tennessee,Robertson County,12,0,71813,35454,36359,2673,2931,232,212,262,264,29180,30137,2809,2524,82.59925083202205,16.580563407739547,10.3
570665,50,47,149,Tennessee,Rutherford County,12,0,332285,163252,169033,25851,28205,915,901,5889,6234,112789,116926,14924,13926,69.1319198880479,29.14516153302135,14.5
570893,50,47,151,Tennessee,Scott County,12,0,22068,10837,11231,36,32,39,42,31,35,10503,10910,136,108,97.03190139568606,2.0799347471451877,13.6
571121,50,47,153,Tennessee,Sequatchie County,12,0,15026,7442,7584,68,49,47,47,30,39,6907,7101,298,253,93.22507653400773,5.530413949154799,13.0
571349,50,47,155,Tennessee,Sevier County,12,0,98250,48257,49993,770,606,351,300,564,641,42607,45193,3451,2884,89.36386768447836,9.73740458015267,26.4
571577,50,47,157,Tennessee,Shelby County,12,0,937166,444634,492532,233900,274713,1740,1409,12638,13765,160944,169600,32661,29465,35.27059240305346,64.05386025528028,9.6
571805,50,47,159,Tennessee,Smith County,12,0,20157,10021,10136,253,203,46,48,38,53,9259,9411,311,312,92.62291015528105,6.270774420796746,11.7
572033,50,47,161,Tennessee,Stewart County,12,0,13715,6852,6863,149,110,53,51,61,83,6229,6284,259,221,91.23587313160772,7.196500182282173,7.7
572261,50,47,163,Tennessee,Sullivan County,12,0,158348,77058,81290,2027,1673,308,275,520,739,71503,75975,1661,1559,93.13537272336877,5.533382170914694,11.2
572489,50,47,165,Tennessee,Sumner County,12,0,191283,93379,97904,7535,8263,381,358,1424,1634,77574,81268,5169,4978,83.04031199845255,15.548689637866408,12.5
572717,50,47,167,Tennessee,Tipton County,12,0,61599,30348,31251,5555,5845,152,148,163,323,22963,23604,1023,755,75.59700644490982,22.669199175311288,7.3
572945,50,47,169,Tennessee,Trousdale County,12,0,11284,6642,4642,881,403,35,36,12,42,5496,3933,144,140,83.56079404466502,15.00354484225452,9.3
573173,50,47,171,Tennessee,Unicoi County,12,0,17883,8849,9034,63,31,57,41,15,31,8128,8414,532,448,92.50125817815803,6.8109377621204485,8.4
573401,50,47,173,Tennessee,Union County,12,0,19972,9895,10077,50,53,47,53,15,21,9504,9656,191,181,95.93430803124375,3.0592829961946726,9.5
573629,50,47,175,Tennessee,Van Buren County,12,0,5872,2961,2911,30,24,12,13,3,10,2835,2749,58,61,95.09536784741145,3.5933242506811993,16.3
573857,50,47,177,Tennessee,Warren County,12,0,41277,20508,20769,840,736,132,92,176,180,16977,17954,2304,1591,84.62582067495215,14.659495602878117,21.7
574085,50,47,179,Tennessee,Washington County,12,0,129375,63205,66170,2997,2763,322,264,1021,1171,55484,58663,2418,2268,88.2295652173913,10.221449275362318,10.3
574313,50,47,181,Tennessee,Wayne County,12,0,16673,9233,7440,1044,77,36,37,24,19,7816,7102,229,133,89.47399988004558,9.590355664847358,8.8
574541,50,47,183,Tennessee,Weakley County,12,0,33328,16277,17051,1249,1314,78,75,212,194,14039,14788,494,486,86.49483917426788,12.307969275084012,6.2
574769,50,47,185,Tennessee,White County,12,0,27345,13386,13959,308,195,71,66,50,66,12408,13055,403,370,93.11757176814774,5.591515816419821,13.6
574997,50,47,187,Tennessee,Williamson County,12,0,238412,117098,121314,5265,5370,332,293,6144,6178,97796,101943,5896,5829,83.77892052413469,14.809237790044124,8.4
575225,50,47,189,Tennessee,Wilson County,12,0,144657,71178,73479,5331,5503,383,326,1233,1381,59741,61971,3543,3177,84.13834104122165,14.432070345714346,11.6
575453,50,48,1,Texas,Anderson County,12,0,57735,35474,22261,9322,3306,263,165,325,213,18681,14957,7020,3490,58.26275223001646,41.74937213128951,5.2
575681,50,48,3,Texas,Andrews County,12,0,18705,9568,9137,212,170,140,134,68,62,3710,3751,5508,5082,39.88773055332799,60.81796311146752,9.3
575909,50,48,5,Texas,Angelina County,12,0,86715,42353,44362,6453,7142,333,332,446,477,25231,26716,10020,9680,59.90543735224586,40.227180995214205,8.4
576137,50,48,7,Texas,Aransas County,12,0,23510,11633,11877,247,159,163,145,231,260,7603,8107,3384,3176,66.82262866865165,33.0284985112718,10.9
576365,50,48,9,Texas,Archer County,12,0,8553,4186,4367,51,45,62,69,16,25,3680,3870,364,335,88.27312054249971,11.30597451186718,6.2
576593,50,48,11,Texas,Armstrong County,12,0,1887,923,964,15,7,8,17,2,5,814,849,86,87,88.1293057763646,12.02967673555909,4.3
576821,50,48,13,Texas,Atascosa County,12,0,51153,25474,25679,377,314,363,323,158,160,8145,8637,16728,16435,32.80745997302211,68.14458585029226,10.0
577049,50,48,15,Texas,Austin County,12,0,30032,14931,15101,1350,1429,129,116,117,123,9087,9340,4256,4099,61.35788492274907,38.68873201917954,6.8
577277,50,48,17,Texas,Bailey County,12,0,7000,3516,3484,87,62,122,116,41,23,1127,1185,2273,2208,33.02857142857143,70.45714285714286,3.2
577505,50,48,19,Texas,Bandera County,12,0,23112,11472,11640,127,129,165,140,50,81,8797,8941,2285,2280,76.74800969193493,22.74575977847006,6.7
577733,50,48,21,Texas,Bastrop County,12,0,88723,45112,43611,3408,3049,923,844,402,422,22531,22827,18359,16830,51.123158594727414,49.85967561962513,8.3
577961,50,48,23,Texas,Baylor County,12,0,3509,1704,1805,53,55,22,8,4,13,1373,1447,243,254,80.36477628954118,18.580792248503847,2.0
578189,50,48,25,Texas,Bee County,12,0,32565,19825,12740,2606,300,152,159,101,108,6330,3704,10750,8566,30.812221710425302,69.8357131890066,9.2
578417,50,48,27,Texas,Bell County,12,0,362924,180296,182628,43826,44889,2059,1864,4680,6794,80993,80759,46772,45988,44.56911088823004,54.246068047304675,8.3
578645,50,48,29,Texas,Bexar County,12,0,2003554,989790,1013764,86526,85876,12319,12131,30417,35029,272244,270431,596614,619174,27.08561885529414,73.7732050146889,11.3
578873,50,48,31,Texas,Blanco County,12,0,11931,5950,5981,129,54,91,57,30,83,4452,4673,1266,1082,76.48143491744196,23.401223702958678,4.6
579101,50,48,33,Texas,Borden County,12,0,654,337,317,6,0,0,5,0,1,258,258,68,49,78.89908256880734,19.724770642201836,1.6
579329,50,48,35,Texas,Bosque County,12,0,18685,9237,9448,232,174,97,71,48,72,7042,7368,1809,1724,77.12068504147712,22.622424404602622,5.7
579557,50,48,37,Texas,Bowie County,12,0,93245,46673,46572,11716,11978,516,478,512,632,28904,29966,4452,2861,63.13475253364792,35.54614188428334,9.8
579785,50,48,39,Texas,Brazoria County,12,0,374264,189053,185211,28850,27762,1627,1530,12266,13733,85301,84299,60753,57398,45.315606096231534,54.48533655387641,10.1
580013,50,48,41,Texas,Brazos County,12,0,229211,115425,113786,12392,13220,802,734,7804,6594,63342,63071,30490,29585,55.15136708098651,44.33513225805044,6.6
580241,50,48,43,Texas,Brewster County,12,0,9203,4689,4514,93,60,90,80,74,86,2310,2272,2136,2023,49.7881125719874,50.44007388894926,10.1
580469,50,48,45,Texas,Briscoe County,12,0,1546,769,777,24,27,4,7,3,1,530,534,191,195,68.82276843467011,29.23673997412678,3.1
580697,50,48,47,Texas,Brooks County,12,0,7093,3616,3477,42,36,25,27,46,33,257,225,3287,3196,6.795432116170873,94.34653884111096,9.2
580925,50,48,49,Texas,Brown County,12,0,37864,18732,19132,850,694,165,169,168,136,13008,13736,4433,4302,70.63173462919924,28.832136065920132,7.0
581153,50,48,51,Texas,Burleson County,12,0,18443,9104,9339,1126,1224,113,96,54,37,5810,6040,1991,1908,64.2520197364854,35.50940736322724,6.2
581381,50,48,53,Texas,Burnet County,12,0,48155,23599,24556,541,441,310,274,196,266,17014,18180,5538,5336,73.08483023569723,26.79264873844876,6.5
581609,50,48,55,Texas,Caldwell County,12,0,43664,22029,21635,1526,1348,369,343,226,226,8328,8368,11893,11595,38.237449615243676,63.040491022352505,7.6
581837,50,48,57,Texas,Calhoun County,12,0,21290,10930,10360,343,323,101,83,616,519,4523,4366,5391,5131,41.751996242367305,58.74589008924378,6.3
582065,50,48,59,Texas,Callahan County,12,0,13943,6915,7028,124,113,57,75,43,54,5891,6046,730,667,85.61285232733272,13.361543426809153,5.3
582293,50,48,61,Texas,Cameron County,12,0,423163,206296,216867,1921,1549,1437,1443,1705,1630,18298,18083,184844,196017,8.597396275194193,92.2920954809376,12.2
582521,50,48,63,Texas,Camp County,12,0,13094,6362,6732,992,1174,81,45,89,48,3509,3688,1662,1729,54.96410569726592,44.44783870475027,6.6
582749,50,48,65,Texas,Carson County,12,0,5926,2982,2944,35,30,54,42,13,27,2548,2519,283,293,85.50455619304759,13.111711103611205,4.2
582977,50,48,67,Texas,Cass County,12,0,30026,14512,15514,2398,2719,110,120,71,78,11050,11758,708,723,75.96083394391528,23.0700059948045,8.1
583205,50,48,69,Texas,Castro County,12,0,7530,3863,3667,113,89,67,72,21,29,1193,1123,2531,2416,30.756972111553786,70.88977423638778,1.3
583433,50,48,71,Texas,Chambers County,12,0,43837,22123,21714,1846,1791,251,217,275,311,14315,14446,5483,4953,65.60896046718526,34.50737961083104,11.2
583661,50,48,73,Texas,Cherokee County,12,0,52646,26824,25822,4117,3503,461,408,148,155,15558,16035,6712,5819,60.01025718953007,40.50260228697337,9.5
583889,50,48,75,Texas,Childress County,12,0,7306,4475,2831,675,116,39,35,30,26,2119,1927,1603,715,55.37914043252121,44.3334245825349,3.3
584117,50,48,77,Texas,Clay County,12,0,10471,5230,5241,65,45,64,81,13,37,4682,4645,346,376,89.0745869544456,9.808041256804508,6.2
584345,50,48,79,Texas,Cochran County,12,0,2853,1447,1406,66,60,40,47,8,6,476,485,892,845,33.683841570276904,68.83981773571679,7.1
584573,50,48,81,Texas,Coke County,12,0,3387,1695,1692,22,13,44,42,2,3,1225,1289,403,346,74.2249778565102,25.834071449660467,4.8
584801,50,48,83,Texas,Coleman County,12,0,8175,4161,4014,139,125,60,56,38,53,3166,3078,744,690,76.37920489296636,23.30275229357798,8.2
585029,50,48,85,Texas,Collin County,12,0,1034730,509556,525174,52955,59437,3603,3504,83217,85395,281238,288770,80677,79959,55.0876073951659,43.36851159239609,9.4
585257,50,48,87,Texas,Collingsworth County,12,0,2920,1430,1490,85,101,41,53,7,8,821,857,496,498,57.46575342465754,44.14383561643835,2.6
585485,50,48,89,Texas,Colorado County,12,0,21493,10823,10670,1358,1335,128,109,67,85,5912,6054,3429,3160,55.67394035267297,44.996045224026425,4.6
585713,50,48,91,Texas,Comal County,12,0,156209,77331,78878,2243,1946,678,673,860,1347,51348,52605,21918,21906,66.54738203304547,33.01410290060112,9.4
585941,50,48,93,Texas,Comanche County,12,0,13635,6794,6841,90,58,82,100,37,54,4586,4775,2021,1882,68.65419875320865,31.712504583791713,4.4
586169,50,48,95,Texas,Concho County,12,0,2726,1449,1277,43,17,10,15,43,6,804,846,557,390,60.52824651504035,39.6551724137931,2.8
586397,50,48,97,Texas,Cooke County,12,0,41257,20576,20681,809,681,287,279,178,249,15115,15579,4074,3733,74.3970720120222,24.941222095644374,11.6
586625,50,48,99,Texas,Coryell County,12,0,75951,37826,38125,6638,6827,439,462,670,980,21749,22004,7400,6949,57.60687811878711,39.9797237692723,7.2
586853,50,48,101,Texas,Cottle County,12,0,1398,681,717,81,75,2,5,0,1,418,474,179,160,63.805436337625174,35.97997138769671,3.4
587081,50,48,103,Texas,Crane County,12,0,4797,2418,2379,99,77,42,32,20,27,666,739,1642,1529,29.289139045236606,72.29518449030644,16.0
587309,50,48,105,Texas,Crockett County,12,0,3464,1738,1726,31,24,43,40,14,21,526,557,1162,1124,31.26443418013857,70.98729792147806,9.7
587537,50,48,107,Texas,Crosby County,12,0,5737,2847,2890,115,116,35,30,11,7,1074,1156,1645,1605,38.870489803032946,62.123060833188084,3.9
587765,50,48,109,Texas,Culberson County,12,0,2171,1083,1088,26,13,28,26,25,21,249,223,763,819,21.741133118378627,79.27222478120682,5.1
587993,50,48,111,Texas,Dallam County,12,0,7287,3836,3451,113,77,87,80,37,39,1778,1700,1860,1605,47.728832166872515,53.49252092767943,1.7
588221,50,48,113,Texas,Dallas County,12,0,2635516,1300175,1335341,287945,333402,14494,14015,87977,89258,367786,377722,548047,526148,28.286984408366333,72.14093938340727,9.9
588449,50,48,115,Texas,Dawson County,12,0,12728,6962,5766,560,236,99,58,74,96,2326,2052,4025,3375,34.39660590823381,66.96260213702074,7.5
588677,50,48,117,Texas,Deaf Smith County,12,0,18546,9246,9300,226,193,161,167,48,69,2069,2237,6940,6821,23.217944570257735,78.85797476544808,2.2
588905,50,48,119,Texas,Delta County,12,0,5331,2653,2678,206,152,60,72,16,20,2066,2170,268,204,79.45976364659538,18.720690302007128,5.9
589133,50,48,121,Texas,Denton County,12,0,887207,436223,450984,45960,51849,3717,3705,41746,44078,252428,258923,87138,86767,57.636042096151186,41.13583414017247,10.2
589361,50,48,123,Texas,DeWitt County,12,0,20160,10585,9575,1122,718,120,87,40,42,5445,5486,3972,3319,54.22123015873016,46.726190476190474,5.5
589589,50,48,125,Texas,Dickens County,12,0,2211,1227,984,102,25,37,16,17,10,673,692,420,251,61.73677069199457,39.710538218000906,4.9
589817,50,48,127,Texas,Dimmit County,12,0,10124,4933,5191,92,78,46,36,36,41,536,498,4281,4587,10.213354405373371,90.8435401027262,5.5
590045,50,48,129,Texas,Donley County,12,0,3278,1612,1666,95,103,15,21,8,11,1274,1349,205,165,80.0183038438072,19.00549115314216,3.1
590273,50,48,131,Texas,Duval County,12,0,11157,5707,5450,123,37,53,47,26,32,542,435,5016,4951,8.756834274446536,92.18427892802725,11.8
590501,50,48,133,Texas,Eastland County,12,0,18360,9180,9180,230,167,123,103,56,82,7076,7325,1647,1474,78.43681917211329,21.143790849673202,6.2
590729,50,48,135,Texas,Ector County,12,0,166223,84862,81361,4679,4197,1325,1131,1025,1133,25348,25222,53541,50447,30.422985988701924,70.67493668144601,11.7
590957,50,48,137,Texas,Edwards County,12,0,1932,1024,908,9,14,22,24,7,7,415,403,591,478,42.339544513457554,59.62732919254658,1.6
591185,50,48,139,Texas,Ellis County,12,0,184826,91277,93549,10899,11570,758,809,687,882,53138,55675,25515,24190,58.873210479045156,40.7464317790787,8.1
591413,50,48,141,Texas,El Paso County,12,0,839238,414807,424431,19335,14110,4622,4305,5346,6065,53796,43451,335729,360386,11.58753535945703,89.354628841878,11.7
591641,50,48,143,Texas,Erath County,12,0,42698,20923,21775,475,392,287,280,214,229,15110,16457,4813,4392,73.93086327228443,25.95437725420394,6.1
591869,50,48,145,Texas,Falls County,12,0,17297,8196,9101,1826,2354,101,97,51,58,4160,4581,2125,2033,50.534774816442166,49.979765277215705,6.1
592097,50,48,147,Texas,Fannin County,12,0,35514,18876,16638,1587,706,243,232,135,143,14163,13624,2524,1723,78.24238328546488,20.535563439770232,5.1
592325,50,48,149,Texas,Fayette County,12,0,25346,12486,12860,771,830,154,162,53,63,8827,9164,2739,2711,70.98161445592993,29.523396196638522,4.6
592553,50,48,151,Texas,Fisher County,12,0,3830,1916,1914,80,75,22,28,10,10,1269,1266,537,543,66.18798955613578,34.07310704960835,2.6
592781,50,48,153,Texas,Floyd County,12,0,5712,2871,2841,123,121,44,35,17,14,1013,1059,1718,1648,36.27450980392157,65.12605042016807,4.1
593009,50,48,155,Texas,Foard County,12,0,1155,547,608,25,30,4,4,2,8,404,455,103,113,74.37229437229436,25.02164502164502,5.1
593237,50,48,157,Texas,Fort Bend County,12,0,811688,398284,413404,81368,91792,2406,2382,82446,87375,129561,129168,100855,101637,31.875425040163215,67.79218123219759,10.0
593465,50,48,159,Texas,Franklin County,12,0,10725,5337,5388,219,231,71,54,54,60,4090,4262,882,734,77.87412587412588,21.491841491841495,5.6
593693,50,48,161,Texas,Freestone County,12,0,19717,10246,9471,1716,1408,168,120,90,86,6581,6481,1768,1401,66.2474007201907,34.26991935892884,6.8
593921,50,48,163,Texas,Frio County,12,0,20306,12016,8290,699,142,134,75,485,71,1512,1341,9438,6778,14.050034472569683,87.76716241504974,4.3
594149,50,48,165,Texas,Gaines County,12,0,21492,10877,10615,291,207,127,101,50,39,5798,5889,4726,4416,54.378373348222595,46.328866554997205,5.1
594377,50,48,167,Texas,Galveston County,12,0,342139,167942,174197,21394,23880,1374,1385,5507,6424,95267,98679,43712,43140,56.686317549300135,42.911214447929055,12.3
594605,50,48,169,Texas,Garza County,12,0,6229,4050,2179,295,163,34,30,25,22,1400,1073,2332,906,39.7013966928881,61.11735431048322,5.9
594833,50,48,171,Texas,Gillespie County,12,0,26988,13151,13837,103,78,157,154,63,77,9577,10430,3297,3132,74.13294797687861,26.163480065214166,8.2
595061,50,48,173,Texas,Glasscock County,12,0,1409,777,632,11,11,7,0,1,1,432,389,326,228,58.268275372604684,41.51880766501065,3.1
595289,50,48,175,Texas,Goliad County,12,0,7658,3766,3892,209,175,38,47,20,19,2166,2286,1355,1389,58.13528336380256,42.4653956646644,7.8
595517,50,48,177,Texas,Gonzales County,12,0,20837,10554,10283,824,730,201,163,45,67,4205,4357,5519,5170,41.09036809521524,61.040456879589186,5.1
595745,50,48,179,Texas,Gray County,12,0,21886,11773,10113,943,293,158,190,71,79,6903,6674,3661,2869,62.03509092570593,37.75929818148588,7.2
595973,50,48,181,Texas,Grayson County,12,0,136212,66608,69604,4149,4278,1216,1298,1067,1052,49167,52454,9962,9408,74.60502745719907,23.80847502422694,7.7
596201,50,48,183,Texas,Gregg County,12,0,123945,60264,63681,12206,13706,637,591,832,912,33922,36748,12457,11367,57.01722538222599,42.525313647182216,9.8
